tagname	cur_value	time	gw
CA2101-FI-001C	38827.4919749471	2026-01-13 01:07:00.213	1
CA2101-SFI-001D	7419.42542459548	2026-01-13 01:07:00.213	1
CA2106-FI-001DC	99320.6281085309	2026-01-13 01:07:00.213	1
CA2122-FI-001DC	98110.826717503	2026-01-13 01:07:00.213	1
CA3000-FR-OCS2D	45556.1610347181	2026-01-13 01:07:00.213	1
CA3200-FR-006N	86567.9054425876	2026-01-13 01:07:00.213	1
CA330-C2P-001	51197.9686446531	2026-01-13 01:07:00.213	1
CA330-FR-029	90754.535152592	2026-01-13 01:07:00.213	1
CA330-FR-063	81062.9148565824	2026-01-13 01:07:00.213	1
CA330-HWI-001	33261.4572811247	2026-01-13 01:07:00.213	1
CA3305-FR-6301	58835.9370142965	2026-01-13 01:07:00.213	1
CA3501-FI-021V	43094.072499714	2026-01-13 01:07:00.213	1
CA3506-FI-021V	49515.3798278441	2026-01-13 01:07:00.213	1
CA3507-FI-021V	32393.1046193251	2026-01-13 01:07:00.213	1
CA3600-FR-3601N	82546.6821660021	2026-01-13 01:07:00.213	1
CA3600-FR-3606N	48590.9758027423	2026-01-13 01:07:00.213	1
CA3600-USE-GSP6	97002.6756987419	2026-01-13 01:07:00.213	1
CA400-GS-006	46944.2318673255	2026-01-13 01:07:00.213	1
CA4000-CAL-M4	84398.6502760914	2026-01-13 01:07:00.213	1
CA4000-FI-TOTAL	91143.208998599	2026-01-13 01:07:00.213	1
CA4000-FR-002	36494.8398478074	2026-01-13 01:07:00.213	1
CA4000-FR-BVW1	15895.6118524045	2026-01-13 01:07:00.213	1
CA4000-FYT-810	97624.5288356361	2026-01-13 01:07:00.213	1
CA4000-FYT-810H	70246.2747798522	2026-01-13 01:07:00.213	1
CA4000-MS-GC-A	53103.5906878483	2026-01-13 01:07:00.213	1
CA4000-WB-BUF	31878.7707845479	2026-01-13 01:07:00.213	1
CA400AI085	19853.6155070672	2026-01-13 01:07:00.213	1
CA402-FR-GSPP11	67056.5874114538	2026-01-13 01:07:00.213	1
CA403-PR-003	61513.3277640394	2026-01-13 01:07:00.213	1
CA4101-FR-0910	30285.3664378399	2026-01-13 01:07:00.213	1
CA4101-FR-0930	62580.591483373	2026-01-13 01:07:00.213	1
CA4101-FR-TOTAL	95992.6181497907	2026-01-13 01:07:00.213	1
CA4103-FR-0405	93213.921357154	2026-01-13 01:07:00.213	1
CA4103-FR-AB	76523.3580789381	2026-01-13 01:07:00.213	1
CA4103-FR-CD	16332.2575391432	2026-01-13 01:07:00.213	1
CA4109-FR-0301	39962.8255504861	2026-01-13 01:07:00.213	1
CA4300-FR-001	50457.7665646502	2026-01-13 01:07:00.213	1
CA4300-GHS-001A	53944.1130094068	2026-01-13 01:07:00.213	1
CA440-FR-004	44352.0728534864	2026-01-13 01:07:00.213	1
CA440-FR-015	89744.5674656523	2026-01-13 01:07:00.213	1
CA440-WI-002	87746.5533670725	2026-01-13 01:07:00.213	1
CA4450-FQI-TOTAL	41631.1205338832	2026-01-13 01:07:00.213	1
CA4450-GHV-SBMR	955.480315098901	2026-01-13 01:07:00.213	1
CA4457-FR-0101	49674.2329525018	2026-01-13 01:07:00.213	1
CA4458-PDI-001	88526.1765350364	2026-01-13 01:07:00.213	1
CA4458-PDI-007	75969.4489579249	2026-01-13 01:07:00.213	1
CA4471-FR-AB	25332.3020840194	2026-01-13 01:07:00.213	1
CA4472-FR-001	69183.4356080328	2026-01-13 01:07:00.213	1
CA4472-FR-AB	4781.0589863873	2026-01-13 01:07:00.213	1
CA4472-FR-CD	15075.9154367829	2026-01-13 01:07:00.213	1
CA4473-FR-0108	45396.610976834	2026-01-13 01:07:00.213	1
CA4500-FR-810	58476.1618341106	2026-01-13 01:07:00.213	1
CA4901-FR-AB	80523.000896194	2026-01-13 01:07:00.213	1
CA4904-FR-0107	88196.2351286767	2026-01-13 01:07:00.213	1
CA4904-FR-0206	622.759007261111	2026-01-13 01:07:00.213	1
CA4904-FR-0306	38268.1131045736	2026-01-13 01:07:00.213	1
CA4904-FR-0406	97855.9411138186	2026-01-13 01:07:00.213	1
CA4904-FR-0506	31065.6944192018	2026-01-13 01:07:00.213	1
CA4909-FR-AB	72594.1296500698	2026-01-13 01:07:00.213	1
CA4913-FR-0115	50910.8401681676	2026-01-13 01:07:00.213	1
CA4920-FR-001_2	34232.6348186247	2026-01-13 01:07:00.213	1
CA5010-FR-TOTAL	89043.8760781081	2026-01-13 01:07:00.213	1
CA5020-CO2-42	63770.5763960511	2026-01-13 01:07:00.213	1
CA5020-FI-0002	94614.655424023	2026-01-13 01:07:00.213	1
CA5020-FI-0003	73089.598618724	2026-01-13 01:07:00.213	1
CA5020-HV-0003A	966.853319139439	2026-01-13 01:07:00.213	1
CA505-FR-SAMUT	56122.6993238325	2026-01-13 01:07:00.213	1
CA506-FR-004	4104.88334722219	2026-01-13 01:07:00.213	1
CA5100-FI-B17	42174.1994029714	2026-01-13 01:07:00.213	1
CA5100-FI-TOTAL	69267.0234147388	2026-01-13 01:07:00.213	1
CA5100-FR-2801	71573.1034900863	2026-01-13 01:07:00.213	1
CA5500-FIN-034	20751.5326354021	2026-01-13 01:07:00.213	1
CA5500-FIN-036	13520.2320418223	2026-01-13 01:07:00.213	1
CA5500-FT-001N	46846.9218117859	2026-01-13 01:07:00.213	1
CA5500-FT-750	24033.181483864	2026-01-13 01:07:00.213	1
CA5500-FT-850	6343.86700636402	2026-01-13 01:07:00.213	1
CA5500-FT-950	74505.7443096252	2026-01-13 01:07:00.213	1
CA5550-FR-OCS3D	38476.4830150815	2026-01-13 01:07:00.213	1
CA5550-FY-020A2R	80417.7451022917	2026-01-13 01:07:00.213	1
CA5560-FIN-042	44996.7587987014	2026-01-13 01:07:00.213	1
CA5590-FR-004D	51632.0351972911	2026-01-13 01:07:00.213	1
CA5602-FR-0101	38664.3895201005	2026-01-13 01:07:00.213	1
CA5602-FR-0207	37308.8577054734	2026-01-13 01:07:00.213	1
CA5602-FR-0309	40868.8346324859	2026-01-13 01:07:00.213	1
CA5604-T-NVF	12269.3511998536	2026-01-13 01:07:00.213	1
CA5605-FR-0605	90045.2813024208	2026-01-13 01:07:00.213	1
CA5610-FR-0141	80931.9719490396	2026-01-13 01:07:00.213	1
CA5611-FR-001	81582.3951694964	2026-01-13 01:07:00.213	1
CA5611-FR-0305	75395.8104384246	2026-01-13 01:07:00.213	1
CA5614-FR-0206	95433.0724336366	2026-01-13 01:07:00.213	1
CA5614-FR-0212	15958.0509719126	2026-01-13 01:07:00.213	1
CA5650-FR-0118	33624.3680640091	2026-01-13 01:07:00.213	1
CA5651-FR-ABP4	80162.8108704274	2026-01-13 01:07:00.213	1
CA5651-FR-ABP5	46431.3323556838	2026-01-13 01:07:00.213	1
CA5810-FR-100	28708.945297673	2026-01-13 01:07:00.213	1
CA5920-FI-005_6	77057.6559284759	2026-01-13 01:07:00.213	1
CA5920-FR-151	52346.2638850434	2026-01-13 01:07:00.213	1
CA5920-FRS-LNG	30087.4524902198	2026-01-13 01:07:00.213	1
CA5920-LIT-USA	16600.5686225714	2026-01-13 01:07:00.213	1
CA5931-FR-1002	51558.6161304589	2026-01-13 01:07:00.213	1
CA5931-FR-1002A	6547.98475217888	2026-01-13 01:07:00.213	1
CA5931-FR-1002B	22384.189012669	2026-01-13 01:07:00.213	1
CA6178-FR-0306	37923.470448401	2026-01-13 01:07:00.213	1
CA6178-FR-0335	21753.499582168	2026-01-13 01:07:00.213	1
CA630-FI-001	90766.3386175381	2026-01-13 01:07:00.213	1
CA636-FR-IPS	74144.6488871678	2026-01-13 01:07:00.213	1
CA636-FR-RJN	28260.8694177951	2026-01-13 01:07:00.213	1
CA6500-FR-0001	4799.56353830002	2026-01-13 01:07:00.213	1
CA6503-FR-GPD	91780.075800391	2026-01-13 01:07:00.213	1
CA6503-FR-IPP1	89904.7607020665	2026-01-13 01:07:00.213	1
CA6503-FR-IPP2	17144.3777573699	2026-01-13 01:07:00.213	1
CA6503-FR-IPP3	78091.5283270213	2026-01-13 01:07:00.213	1
CA6503-FR-IPP4	493.788437787453	2026-01-13 01:07:00.213	1
CA6503-FR-RUNA	95097.3131165648	2026-01-13 01:07:00.213	1
CA6503-FR-RUNB	34245.275793857	2026-01-13 01:07:00.213	1
CA6503-FR-RUNC	28765.0781137956	2026-01-13 01:07:00.213	1
CA6503-FR-RUND	53370.902395644	2026-01-13 01:07:00.213	1
CA6503-FR-TOTAL	31048.1212491544	2026-01-13 01:07:00.213	1
CA652-FR-DCAP	68488.2607360289	2026-01-13 01:07:00.213	1
CA6540-FR-0730	81326.7940746877	2026-01-13 01:07:00.213	1
CA6540-FR-0730D	88641.9799810769	2026-01-13 01:07:00.213	1
CA6540-FR-0732	50250.3393525618	2026-01-13 01:07:00.213	1
CA6540-FR-0732D	79508.6849822285	2026-01-13 01:07:00.213	1
CA6540-FR-BVW10	60118.7207220343	2026-01-13 01:07:00.213	1
CA6546-FR-0314	12726.9227965163	2026-01-13 01:07:00.213	1
CA6546-FR-0322	97722.1528570155	2026-01-13 01:07:00.213	1
CA661-FR-NKC	91584.9784055137	2026-01-13 01:07:00.213	1
CA661-SVF-103AB	52861.5260090999	2026-01-13 01:07:00.213	1
CA6702-FR-0109	13841.5192718402	2026-01-13 01:07:00.213	1
CA6702-FR0207AB	55727.0825882134	2026-01-13 01:07:00.213	1
CA6703-FR-AB	67632.8734867412	2026-01-13 01:07:00.213	1
CA6706-FR-0140	56453.0897402675	2026-01-13 01:07:00.213	1
CA6706-FR-0418	16653.5916116907	2026-01-13 01:07:00.213	1
CA6706-FR-AB	10493.9410772776	2026-01-13 01:07:00.213	1
CA673-FR-GULF	41566.8671229341	2026-01-13 01:07:00.213	1
CA6750-FR-GUT	92009.6836899841	2026-01-13 01:07:00.213	1
CA6810-FR-0116	89996.2557223696	2026-01-13 01:07:00.213	1
CA6810-FR-0208	73256.4967551274	2026-01-13 01:07:00.213	1
CA690-FR-712H	39650.5798375603	2026-01-13 01:07:00.213	1
CABV10-GHS-001	70542.2214931774	2026-01-13 01:07:00.213	1
CAL-USE-23ESP	41183.1713799924	2026-01-13 01:07:00.213	1
CAOCS1-FI-TOTAL	15551.3039435405	2026-01-13 01:07:00.213	1
CASPP1-FR-TOTAL	89744.3600648153	2026-01-13 01:07:00.213	1
CASPP2-FR-TOTAL	42447.86422585	2026-01-13 01:07:00.213	1
CASPP3-FR-TOTAL	81827.0365961211	2026-01-13 01:07:00.213	1
CAWSPP-FR-TOTAL	73719.4049708233	2026-01-13 01:07:00.213	1
CAZMS-CO2-001A	81436.5355045361	2026-01-13 01:07:00.213	1
CAZMS-CO2-001B	66436.9126703581	2026-01-13 01:07:00.213	1
CAZMS-FRS-001D	86694.3040417801	2026-01-13 01:07:00.213	1
CAZMS-FRS-001H	28036.8636933195	2026-01-13 01:07:00.213	1
CAZMS-GHVS-001A	964.012295166113	2026-01-13 01:07:00.213	1
D0633-HOV-0401	36657.0390345253	2026-01-13 01:07:00.213	1
D0660-HOV-003	75143.9914786603	2026-01-13 01:07:00.213	1
D0692-HOV-0101	8179.59371557999	2026-01-13 01:07:00.213	1
D0692-HOV-0102	80192.6837262412	2026-01-13 01:07:00.213	1
D340-HOV-001	39689.7936358605	2026-01-13 01:07:00.213	1
D4000-HOV-001	95920.9960851601	2026-01-13 01:07:00.213	1
D400HOV034	30728.7541509382	2026-01-13 01:07:00.213	1
D400MOV002	35142.1993779169	2026-01-13 01:07:00.213	1
D400MOV017	14618.1738065971	2026-01-13 01:07:00.213	1
D403-HOV-005	43094.3385912213	2026-01-13 01:07:00.213	1
D403-HOV-006	98087.3670085661	2026-01-13 01:07:00.213	1
D4457-HOV-001	80208.6157566446	2026-01-13 01:07:00.213	1
D4457-HOV-002	13663.5235806109	2026-01-13 01:07:00.213	1
D4457-HOV-003	76609.6900146827	2026-01-13 01:07:00.213	1
D4911-HOV-0101	70834.740934314	2026-01-13 01:07:00.213	1
D5600-HOV-024	14093.1693653855	2026-01-13 01:07:00.213	1
D5614-HOV-0302	7400.11852564741	2026-01-13 01:07:00.213	1
D631-HOV-006	36981.6008740067	2026-01-13 01:07:00.213	1
D661-HOV-001	7064.27284217671	2026-01-13 01:07:00.213	1
D661-HOV-004	85421.1494999201	2026-01-13 01:07:00.213	1
D6706-HOV-0201	13399.8443302418	2026-01-13 01:07:00.213	1
D671-HOV-002	38244.6565637044	2026-01-13 01:07:00.213	1
D692-HOV-001	58517.7332940084	2026-01-13 01:07:00.213	1
D692-HOV-002	49506.7183170155	2026-01-13 01:07:00.213	1
NA340-PI-002	37708.8326543926	2026-01-13 01:07:00.213	1
NA4000-AC-0701	72106.5105740402	2026-01-13 01:07:00.213	1
NA4000-AC810571A	20784.8014012793	2026-01-13 01:07:00.213	1
NA4000-AC810571B	91637.2330472054	2026-01-13 01:07:00.213	1
NA4000-GHV-0701	955.434374398593	2026-01-13 01:07:00.213	1
NA4000-PI-0101	93515.2570405	2026-01-13 01:07:00.213	1
NA4000-PI-0102	69806.5747342049	2026-01-13 01:07:00.213	1
NA4000-PI-0104	31529.9328346235	2026-01-13 01:07:00.213	1
NA4000-PI-0106	18403.5802091619	2026-01-13 01:07:00.213	1
NA4000-TT810049F	72758.0427949096	2026-01-13 01:07:00.213	1
NA4000-TT810079F	40556.9507806406	2026-01-13 01:07:00.213	1
NA4000-XT810591	1685.07412907309	2026-01-13 01:07:00.213	1
NA4000-XT810593	44267.8675310982	2026-01-13 01:07:00.213	1
NA4109-PI-0310	43242.4141639442	2026-01-13 01:07:00.213	1
NA4471-PI-0117	35846.5273231455	2026-01-13 01:07:00.213	1
NA652-PR-002	17577.551484244	2026-01-13 01:07:00.213	1
NA653-PI-001	3646.10689226178	2026-01-13 01:07:00.213	1
NA653-PI-004	73149.7581157287	2026-01-13 01:07:00.213	1
NCA4300-ST-001	62628.4953098003	2026-01-13 01:07:00.213	1
NCA4471-FR-140	34985.7545253559	2026-01-13 01:07:00.213	1
NSA1020-CO2-001	5336.67508966103	2026-01-13 01:07:00.213	1
NSA1020-FRS-001A	32694.2968292467	2026-01-13 01:07:00.213	1
NSA1020-FRS-001B	88646.2596020897	2026-01-13 01:07:00.213	1
NSA1020-FRS-001C	3893.23274912748	2026-01-13 01:07:00.213	1
NSA1020-GHD-001	27090.60755812	2026-01-13 01:07:00.213	1
NSA1020-N2-001	36105.5075279094	2026-01-13 01:07:00.213	1
NSA4000-C1-BUF	43866.8573761685	2026-01-13 01:07:00.213	1
NSA4000-C2-BUF	68557.9531810647	2026-01-13 01:07:00.213	1
NSA4000-C3-BUF	11875.1797962807	2026-01-13 01:07:00.213	1
NSA4000-C6-BUF	49493.615908434	2026-01-13 01:07:00.213	1
NSA4000-CO2-BUF	63227.3243148761	2026-01-13 01:07:00.213	1
NSA4000-IC4-BUF	53774.3157445848	2026-01-13 01:07:00.213	1
NSA4000-IC5-BUF	58878.7549440207	2026-01-13 01:07:00.213	1
NSA4000-N2-BUF	52414.7120011888	2026-01-13 01:07:00.213	1
NSA4000-NC4-BUF	19855.878725415	2026-01-13 01:07:00.213	1
NSA4000-NC5-BUF	60417.905218416	2026-01-13 01:07:00.213	1
NSA4000-SAT-BUF	55714.4471280252	2026-01-13 01:07:00.213	1
NSA4000-SG-BUF	18295.7857255241	2026-01-13 01:07:00.213	1
NSA4000-WB-BUF	27182.6325881773	2026-01-13 01:07:00.213	1
NSA4109-DET0301A	35729.0930664181	2026-01-13 01:07:00.213	1
NSA4109-DET0301B	58151.9543653708	2026-01-13 01:07:00.213	1
NSA4109-EFR0301A	66798.1627562291	2026-01-13 01:07:00.213	1
NSA4109-EFR0301B	36777.7364683003	2026-01-13 01:07:00.213	1
NSA4109-FRS0301A	71220.7968963973	2026-01-13 01:07:00.213	1
NSA4109-FRS0301B	91292.4681441232	2026-01-13 01:07:00.213	1
NSA4109DNTS0301A	56778.0282858914	2026-01-13 01:07:00.213	1
NSA4109DNTS0301B	99920.8124650267	2026-01-13 01:07:00.213	1
NSA4300-CO2-001A	85248.5875714411	2026-01-13 01:07:00.213	1
NSA4300-CO2-001B	65865.1788085148	2026-01-13 01:07:00.213	1
NSA4300-GHV-001A	959.484952034047	2026-01-13 01:07:00.213	1
NSA4300-TT-001B	78412.7067283712	2026-01-13 01:07:00.213	1
NSA4300-TT-001E	8575.06509067423	2026-01-13 01:07:00.213	1
NSA4300-WC-001A	81601.6958567274	2026-01-13 01:07:00.213	1
NSA4470-SG-107	23388.1982464707	2026-01-13 01:07:00.213	1
NSA4471-DET0140A	28603.0504721122	2026-01-13 01:07:00.213	1
NSA4471-DET0140B	67035.1670712283	2026-01-13 01:07:00.213	1
NSA4471-EFR0140A	78300.2786421568	2026-01-13 01:07:00.213	1
NSA4471-EFR0140B	12870.1676635916	2026-01-13 01:07:00.213	1
NSA4471-FRS0140A	34673.9336051634	2026-01-13 01:07:00.213	1
NSA4471-FRS0140B	71191.1350071999	2026-01-13 01:07:00.213	1
NSA4471DNTS0140A	28850.4851744944	2026-01-13 01:07:00.213	1
NSA4471DNTS0140B	44739.8144258127	2026-01-13 01:07:00.213	1
NSA4700-FI-801	67695.7597190335	2026-01-13 01:07:00.213	1
NSA4700-PI-501	97274.9851777694	2026-01-13 01:07:00.213	1
NSA4700-PI-801	89139.2447829509	2026-01-13 01:07:00.213	1
SA0100-C1-470	54709.1808875551	2026-01-13 01:07:00.213	1
SA0100-C2-470	4299.85948448008	2026-01-13 01:07:00.213	1
SA0100-C3-470	9868.57786873661	2026-01-13 01:07:00.213	1
SA0100-C6P-470	9330.91122718143	2026-01-13 01:07:00.213	1
SA0100-CO2-470	55063.1275545256	2026-01-13 01:07:00.213	1
SA0100-DET-471A	42637.5922690271	2026-01-13 01:07:00.213	1
SA0100-DET-471C	87569.8529185181	2026-01-13 01:07:00.213	1
SA0100-DNTS471A	58427.1244352412	2026-01-13 01:07:00.213	1
SA0100-DNTS471C	81975.9928888163	2026-01-13 01:07:00.213	1
SA0100-EFR-471A	59350.9802438192	2026-01-13 01:07:00.213	1
SA0100-EFR-471C	2257.66573688357	2026-01-13 01:07:00.213	1
SA0100-FRS-471A	17736.4049943424	2026-01-13 01:07:00.213	1
SA0100-FRS-471C	55760.7524616962	2026-01-13 01:07:00.213	1
SA0100-GHD-471	24745.3631549761	2026-01-13 01:07:00.213	1
SA0100-GHS-470	22995.6427847041	2026-01-13 01:07:00.213	1
SA0100-GHS-800	51707.6653305262	2026-01-13 01:07:00.213	1
SA0100-IC4-470	4591.54924184096	2026-01-13 01:07:00.213	1
SA0100-IC5-470	87840.9056366973	2026-01-13 01:07:00.213	1
SA0100-N2-470	11147.1441714443	2026-01-13 01:07:00.213	1
SA0100-NC4-470	17584.1214597196	2026-01-13 01:07:00.213	1
SA0100-NC5-470	5001.63820845608	2026-01-13 01:07:00.213	1
SA0100-PI-472	42030.1332743247	2026-01-13 01:07:00.213	1
SA0100-SG-470	24883.465515559	2026-01-13 01:07:00.213	1
SA0100-WI-470	34245.2877583874	2026-01-13 01:07:00.213	1
SA0100-WOB-800	35892.045497171	2026-01-13 01:07:00.213	1
SA0272-2PL39404A	63061.3286340348	2026-01-13 01:07:00.213	1
SA0272-2TL-39427	86036.5693059723	2026-01-13 01:07:00.213	1
SA0272-CO239900A	40091.3120329338	2026-01-13 01:07:00.213	1
SA0272-DET39900A	36502.8466678457	2026-01-13 01:07:00.213	1
SA0272-DET39901A	15416.7652205104	2026-01-13 01:07:00.213	1
SA0272-DET39902A	29581.2494749767	2026-01-13 01:07:00.213	1
SA0272-EFR39900A	85003.2796327074	2026-01-13 01:07:00.213	1
SA0272-EFR39901A	49871.4200905712	2026-01-13 01:07:00.213	1
SA0272-EFR39902A	86047.5813310591	2026-01-13 01:07:00.213	1
SA0272-FRS39900A	69775.9700375876	2026-01-13 01:07:00.213	1
SA0272-FRS39901A	39447.7696097887	2026-01-13 01:07:00.213	1
SA0272-FRS39902A	94958.4916827116	2026-01-13 01:07:00.213	1
SA0272-GHV39900A	965.201028515472	2026-01-13 01:07:00.213	1
SA0272-WB-39900A	96297.04992945	2026-01-13 01:07:00.213	1
SA0272DNTS39900A	69609.0572270045	2026-01-13 01:07:00.213	1
SA0272DNTS39901A	59318.2595349335	2026-01-13 01:07:00.213	1
SA0272DNTS39902A	31058.0034043579	2026-01-13 01:07:00.213	1
SA0300-HGS-7103	91586.3734105154	2026-01-13 01:07:00.213	1
SA0300-WI-7103	29182.9724910402	2026-01-13 01:07:00.213	1
SA0330-CO2-008	47180.2549783632	2026-01-13 01:07:00.213	1
SA0330-DET-028A	87900.3130065734	2026-01-13 01:07:00.213	1
SA0330-DET-028B	26223.6274393877	2026-01-13 01:07:00.213	1
SA0330-DET-028C	76266.0428265176	2026-01-13 01:07:00.213	1
SA0330-DET-060A	26640.6340817758	2026-01-13 01:07:00.213	1
SA0330-DET-060B	94024.6607650036	2026-01-13 01:07:00.213	1
SA0330-DET-063A	12772.4180169774	2026-01-13 01:07:00.213	1
SA0330-DET-063C	61014.1257815247	2026-01-13 01:07:00.213	1
SA0330-DET-080A	96358.9355825092	2026-01-13 01:07:00.213	1
SA0330-DET-080B	73110.6140306981	2026-01-13 01:07:00.213	1
SA0330-DET-2205A	37802.4574720446	2026-01-13 01:07:00.213	1
SA0330-DET-2205B	13316.3799657175	2026-01-13 01:07:00.213	1
SA0330-DET-7505A	99662.3853684349	2026-01-13 01:07:00.213	1
SA0330-DET-7505B	10271.3072290843	2026-01-13 01:07:00.213	1
SA0330-DET-8505A	66915.829512224	2026-01-13 01:07:00.213	1
SA0330-DET-8505B	63293.3946394887	2026-01-13 01:07:00.213	1
SA0330-DET-8605A	72850.4807826382	2026-01-13 01:07:00.213	1
SA0330-DET-8605B	27971.2309594728	2026-01-13 01:07:00.213	1
SA0330-DET-8905A	85075.7929339165	2026-01-13 01:07:00.213	1
SA0330-DET-8905B	4249.86453481842	2026-01-13 01:07:00.213	1
SA0330-DNTS-028A	3346.08676848141	2026-01-13 01:07:00.213	1
SA0330-DNTS-028B	23318.0856622007	2026-01-13 01:07:00.213	1
SA0330-DNTS-028C	24854.4755781873	2026-01-13 01:07:00.213	1
SA0330-DNTS-060A	8334.49130177842	2026-01-13 01:07:00.213	1
SA0330-DNTS-060B	74484.7399847023	2026-01-13 01:07:00.213	1
SA0330-DNTS-063A	8529.35366329711	2026-01-13 01:07:00.213	1
SA0330-DNTS-063C	55292.4605610283	2026-01-13 01:07:00.213	1
SA0330-DNTS-080A	40287.4249122029	2026-01-13 01:07:00.213	1
SA0330-DNTS-080B	63181.2225026476	2026-01-13 01:07:00.213	1
SA0330-DNTS2205A	13579.3075749665	2026-01-13 01:07:00.213	1
SA0330-DNTS2205B	53663.8300867826	2026-01-13 01:07:00.213	1
SA0330-DNTS7505A	92962.8671898706	2026-01-13 01:07:00.213	1
SA0330-DNTS7505B	9955.00343015652	2026-01-13 01:07:00.213	1
SA0330-DNTS8505A	58690.32897389	2026-01-13 01:07:00.213	1
SA0330-DNTS8505B	16505.8679482553	2026-01-13 01:07:00.213	1
SA0330-DNTS8605A	2366.03321816235	2026-01-13 01:07:00.213	1
SA0330-DNTS8605B	92691.2691296379	2026-01-13 01:07:00.213	1
SA0330-DNTS8905A	72566.0916158657	2026-01-13 01:07:00.213	1
SA0330-DNTS8905B	23098.4731176217	2026-01-13 01:07:00.213	1
SA0330-EFR-028A	97995.960774857	2026-01-13 01:07:00.213	1
SA0330-EFR-028B	99403.0685472541	2026-01-13 01:07:00.213	1
SA0330-EFR-028C	81350.408983805	2026-01-13 01:07:00.213	1
SA0330-EFR-060A	65896.6565870118	2026-01-13 01:07:00.213	1
SA0330-EFR-060B	89056.3800613627	2026-01-13 01:07:00.213	1
SA0330-EFR-063A	43880.2085489196	2026-01-13 01:07:00.213	1
SA0330-EFR-063C	23486.3384111691	2026-01-13 01:07:00.213	1
SA0330-EFR-080A	71355.183397171	2026-01-13 01:07:00.213	1
SA0330-EFR-080B	55784.3954897841	2026-01-13 01:07:00.213	1
SA0330-EFR-2205A	81547.9465434345	2026-01-13 01:07:00.213	1
SA0330-EFR-2205B	11159.6561016451	2026-01-13 01:07:00.213	1
SA0330-EFR-7505A	71480.771823936	2026-01-13 01:07:00.213	1
SA0330-EFR-7505B	64328.0280340289	2026-01-13 01:07:00.213	1
SA0330-EFR-8505A	12577.0008067719	2026-01-13 01:07:00.213	1
SA0330-EFR-8505B	24358.5910012258	2026-01-13 01:07:00.213	1
SA0330-EFR-8605A	99076.280680294	2026-01-13 01:07:00.213	1
SA0330-EFR-8605B	86087.1498158629	2026-01-13 01:07:00.213	1
SA0330-EFR-8905A	4838.55848287301	2026-01-13 01:07:00.213	1
SA0330-EFR-8905B	96811.8614953403	2026-01-13 01:07:00.213	1
SA0330-FRS-028A	44669.8846312827	2026-01-13 01:07:00.213	1
SA0330-FRS-028B	75776.4472335395	2026-01-13 01:07:00.213	1
SA0330-FRS-028C	9207.64029012945	2026-01-13 01:07:00.213	1
SA0330-FRS-060A	42971.7312478664	2026-01-13 01:07:00.213	1
SA0330-FRS-060B	40170.6024870071	2026-01-13 01:07:00.213	1
SA0330-FRS-063A	39705.7990747225	2026-01-13 01:07:00.213	1
SA0330-FRS-063C	2215.74933122752	2026-01-13 01:07:00.213	1
SA0330-FRS-080A	24599.4376796949	2026-01-13 01:07:00.213	1
SA0330-FRS-080B	47188.6137808479	2026-01-13 01:07:00.213	1
SA0330-FRS-2205A	1921.15780580821	2026-01-13 01:07:00.213	1
SA0330-FRS-2205B	9225.43998967874	2026-01-13 01:07:00.213	1
SA0330-FRS-7505A	58942.4210742445	2026-01-13 01:07:00.213	1
SA0330-FRS-7505B	80568.8561500596	2026-01-13 01:07:00.213	1
SA0330-FRS-8505A	66743.1752122497	2026-01-13 01:07:00.213	1
SA0330-FRS-8505B	52432.7963934043	2026-01-13 01:07:00.213	1
SA0330-FRS-8605A	13668.0270965117	2026-01-13 01:07:00.213	1
SA0330-FRS-8605B	48762.109665115	2026-01-13 01:07:00.213	1
SA0330-FRS-8905A	29981.4632957494	2026-01-13 01:07:00.213	1
SA0330-FRS-8905B	49720.0572348445	2026-01-13 01:07:00.213	1
SA0330-GHD-008	13256.2830138147	2026-01-13 01:07:00.213	1
SA0330-GHS-008	58046.5114460122	2026-01-13 01:07:00.213	1
SA0330-PR-080A	90789.9622807384	2026-01-13 01:07:00.213	1
SA0330-SG-008	92608.7745504587	2026-01-13 01:07:00.213	1
SA0330-WI-008	37835.5479257343	2026-01-13 01:07:00.213	1
SA0400-C1-001	77984.5012194931	2026-01-13 01:07:00.213	1
SA0400-C2-001	31944.2631476967	2026-01-13 01:07:00.213	1
SA0400-C3-001	7190.09120770489	2026-01-13 01:07:00.213	1
SA0400-C6P-001	35724.3147260496	2026-01-13 01:07:00.213	1
SA0400-CO2-001	47466.8277540356	2026-01-13 01:07:00.213	1
SA0400-DET-001A1	26643.7459422954	2026-01-13 01:07:00.213	1
SA0400-DET-002A1	28203.8446996031	2026-01-13 01:07:00.213	1
SA0400-DET-005A1	48004.7134853319	2026-01-13 01:07:00.213	1
SA0400-DNTS-005A1	8988.14105959367	2026-01-13 01:07:00.213	1
SA0400-DNTS001A1	57.8768263209337	2026-01-13 01:07:00.213	1
SA0400-DNTS002A1	71754.4222345774	2026-01-13 01:07:00.213	1
SA0400-DNTS005A1	44218.6351129018	2026-01-13 01:07:00.213	1
SA0400-EFR-001A1	46325.9557257848	2026-01-13 01:07:00.213	1
SA0400-EFR-002A1	16968.2501729366	2026-01-13 01:07:00.213	1
SA0400-EFR-005A1	11339.1904975462	2026-01-13 01:07:00.213	1
SA0400-FI-123	8264.68270600262	2026-01-13 01:07:00.213	1
